timestamp,open,high,low,close,volume,turnover
2025-10-05 08:00:00,124682.8,124815.7,122461.7,123414.4,26607.863,3283222802.5574
2025-10-05 12:00:00,123414.4,123414.5,122601.8,122753.1,8824.977,1085973204.4695
2025-10-05 16:00:00,122753.1,123483.0,122104.0,122543.9,12575.617,1544714052.9701
2025-10-05 20:00:00,122543.9,123577.6,122418.7,123447.9,5971.852,734950810.5739
2025-10-06 00:00:00,123447.9,124331.0,122989.1,123783.1,19747.88,2442782187.7859
2025-10-06 04:00:00,123783.1,124140.7,123230.0,123344.1,9047.359,1118621830.7263
2025-10-06 08:00:00,123344.1,124535.7,123344.1,124165.7,9714.79,1204677755.2662
2025-10-06 12:00:00,124165.7,125396.8,124117.3,124944.7,19962.539,2490413832.4229
2025-10-06 16:00:00,124944.7,126150.0,124750.0,125329.4,21101.736,2647403400.6116
2025-10-06 20:00:00,125329.4,125482.5,124403.3,124606.1,9562.079,1194460381.4087
2025-10-07 00:00:00,124606.1,125029.2,124022.9,124246.9,9480.894,1179639894.2634
2025-10-07 04:00:00,124246.9,124625.0,123500.0,123614.0,11000.548,1364233213.8876
2025-10-07 08:00:00,123614.0,124460.6,123200.1,124389.6,10412.906,1289982360.9102
2025-10-07 12:00:00,124389.6,125114.2,121089.5,121817.0,43747.157,5374149333.4855
2025-10-07 16:00:00,121817.0,122120.0,120545.0,121609.6,27359.661,3319985453.4342
2025-10-07 20:00:00,121609.6,122270.0,121213.0,121299.4,9548.332,1163230059.4974
2025-10-08 00:00:00,121299.4,122200.0,121157.6,121335.4,9331.319,1135753048.8568
2025-10-08 04:00:00,121335.4,121869.2,121000.0,121564.1,7829.227,950745387.6021
2025-10-08 08:00:00,121564.1,123184.3,121482.7,122842.1,12053.774,1477810633.8484
2025-10-08 12:00:00,122842.1,123349.0,121615.6,122129.3,25963.524,3179804366.8077
2025-10-08 16:00:00,122129.3,124162.5,122053.0,123385.8,19300.574,2382878393.2954
2025-10-08 20:00:00,123385.8,123667.0,122689.1,123245.3,6329.416,779321954.4673
2025-10-09 00:00:00,123245.3,123291.3,121401.6,121992.2,13027.861,1592167591.78
2025-10-09 04:00:00,121992.2,122222.8,121633.8,121847.6,5906.04,720171392.464
2025-10-09 08:00:00,121847.6,122787.0,121080.0,122677.0,12901.394,1571448773.3276
2025-10-09 12:00:00,122677.0,123733.9,120612.8,121083.4,37163.038,4538873010.8708
2025-10-09 16:00:00,121083.4,121428.3,119574.0,120901.1,26049.226,3137805098.774
2025-10-09 20:00:00,120901.1,121747.3,120800.0,121603.0,6431.11,780222123.7141
2025-10-10 00:00:00,121603.0,121849.7,120882.0,121001.7,7556.49,917094725.6801
2025-10-10 04:00:00,121001.7,121740.0,120822.0,120903.7,7419.242,899881573.9621
2025-10-10 08:00:00,120903.7,121744.9,120869.2,121496.2,5374.804,652382878.6407
2025-10-10 12:00:00,121496.2,122490.0,118400.0,118962.9,42294.522,5084648374.4211
2025-10-10 16:00:00,118962.9,119400.3,115900.0,116606.5,43412.453,5104501818.4674
2025-10-10 20:00:00,116606.5,117336.0,101045.9,112732.5,163143.487,18164726248.6213
2025-10-11 00:00:00,112732.5,113279.8,110930.2,112266.0,29134.238,3264056404.5669
2025-10-11 04:00:00,112266.0,112930.8,110050.0,110359.6,17330.007,1935046998.9681
2025-10-11 08:00:00,110359.6,112331.7,110104.0,112238.0,13006.189,1449088493.784
2025-10-11 12:00:00,112238.0,112496.7,111724.3,111740.0,7841.59,879131238.5681
2025-10-11 16:00:00,111740.0,112156.4,110790.2,111125.5,9175.397,1023555771.8975
2025-10-11 20:00:00,111125.5,111300.8,109453.4,110599.9,11673.5,1289355910.0173
2025-10-12 00:00:00,110599.9,111352.3,109503.2,110637.8,14757.592,1628030013.8385
2025-10-12 04:00:00,110637.8,112122.4,110556.0,111466.7,9136.104,1019036030.3796
2025-10-12 08:00:00,111466.7,112086.3,111081.0,111786.1,5998.425,669290447.0657
2025-10-12 12:00:00,111786.1,113749.2,111121.0,113166.2,28364.614,3191727749.8594
2025-10-12 16:00:00,113166.2,114700.0,113166.2,114298.3,22492.271,2563617836.1003
2025-10-12 20:00:00,114298.3,115749.0,114203.9,114908.5,17617.641,2026320012.6401
2025-10-13 00:00:00,114908.5,115950.6,114582.2,114792.2,10609.055,1222724099.7554
2025-10-13 04:00:00,114792.2,115539.8,114320.9,115349.9,9940.499,1142271042.7269
2025-10-13 08:00:00,115349.9,115404.4,113526.4,114139.1,12640.863,1446262827.965
2025-10-13 12:00:00,114139.1,115517.9,113707.1,114267.5,26449.121,3029300012.7881
2025-10-13 16:00:00,114267.5,115855.3,114150.3,115750.0,14412.388,1656524467.3318
2025-10-13 20:00:00,115750.0,115838.8,114951.1,115116.7,6598.522,761776509.626
2025-10-14 00:00:00,115116.7,115370.5,113188.1,113430.4,13606.169,1551321211.2074
2025-10-14 04:00:00,113430.4,113641.2,111200.0,111659.1,31181.725,3507117861.6717
2025-10-14 08:00:00,111659.1,112091.8,109947.4,111245.8,24486.316,2719017713.6156
2025-10-14 12:00:00,111245.8,112885.0,109800.0,112862.2,33062.182,3679280243.8482
2025-10-14 16:00:00,112862.2,113499.9,111659.0,112544.7,28582.706,3220339098.3111
2025-10-14 20:00:00,112544.7,113550.0,112139.0,112972.1,9488.371,1071270242.7103
2025-10-15 00:00:00,112972.1,113590.0,111752.7,111967.7,10989.196,1237782558.0274
2025-10-15 04:00:00,111967.7,112635.0,111683.0,112524.2,8680.823,974592117.8856
2025-10-15 08:00:00,112524.2,113470.0,111635.3,111839.9,13845.479,1557421465.2098
2025-10-15 12:00:00,111839.9,112200.0,110308.1,110748.0,23673.979,2634930872.9866
