symbol,lastPrice,indexPrice,markPrice,prevPrice24h,price24hPcnt,highPrice24h,lowPrice24h,prevPrice1h,openInterest,openInterestValue,turnover24h,volume24h,fundingRate,nextFundingTime,predictedDeliveryPrice,basisRate,deliveryFeeRate,deliveryTime,ask1Size,bid1Price,ask1Price,bid1Size,basis,preOpenPrice,preQty,curPreListingPhase,fundingIntervalHour,basisRateYear,fundingCap
BTCUSDT,104466.50,104526.60,104472.57,107520.40,-0.028402,108292.00,104120.00,104674.40,52792.875,5515407328.94,10824466993.5573,101694.0500,-0.0000132,1762243200000,,,,0,0.137,104466.50,104466.60,3.528,,,,,8,,0.005
