timestamp,open,high,low,close,volume
2025-05-12 02:25:00,2516.27,2517.13,2511.71,2516.7,3799.03
2025-05-12 02:30:00,2516.7,2536.0,2516.7,2527.71,12572.61
2025-05-12 02:35:00,2527.71,2530.17,2521.13,2525.52,5189.27
2025-05-12 02:40:00,2525.52,2525.52,2518.75,2521.34,2735.11
2025-05-12 02:45:00,2521.34,2527.84,2517.01,2517.06,3050.49
2025-05-12 02:50:00,2517.06,2519.35,2514.09,2517.15,4397.88
2025-05-12 02:55:00,2517.15,2522.52,2510.94,2522.52,3920.76
2025-05-12 03:00:00,2522.52,2522.52,2515.56,2517.27,2534.49
2025-05-12 03:05:00,2517.27,2517.52,2510.78,2514.79,10226.26
2025-05-12 03:10:00,2514.79,2518.68,2508.46,2515.48,6266.84
2025-05-12 03:15:00,2515.48,2518.59,2509.44,2517.21,3282.65
2025-05-12 03:20:00,2517.21,2524.02,2515.74,2523.56,4236.53
2025-05-12 03:25:00,2523.56,2526.4,2514.42,2515.59,5172.09
2025-05-12 03:30:00,2515.59,2518.99,2513.45,2518.86,2677.85
2025-05-12 03:35:00,2518.86,2519.99,2510.39,2513.2,4195.74
2025-05-12 03:40:00,2513.2,2515.29,2510.4,2513.49,2120.96
2025-05-12 03:45:00,2513.49,2517.66,2510.03,2514.84,2311.25
2025-05-12 03:50:00,2514.84,2518.0,2514.0,2515.01,1848.24
2025-05-12 03:55:00,2515.01,2519.47,2513.52,2519.2,2258.87
2025-05-12 04:00:00,2519.2,2520.44,2515.36,2516.1,3251.0
2025-05-12 04:05:00,2516.1,2518.3,2513.0,2515.01,3342.94
2025-05-12 04:10:00,2515.01,2525.0,2513.01,2522.79,5258.23
2025-05-12 04:15:00,2522.79,2528.02,2521.67,2521.85,9945.09
2025-05-12 04:20:00,2521.85,2523.2,2516.81,2517.22,2718.9
2025-05-12 04:25:00,2517.22,2517.6,2508.41,2509.94,12293.83
2025-05-12 04:30:00,2509.94,2514.5,2507.01,2507.32,12236.46
2025-05-12 04:35:00,2507.32,2515.5,2507.15,2512.02,2436.68
2025-05-12 04:40:00,2512.02,2514.64,2510.0,2512.39,3090.88
2025-05-12 04:45:00,2512.39,2516.79,2509.24,2516.3,3894.65
2025-05-12 04:50:00,2516.3,2522.33,2516.19,2520.21,11083.08
2025-05-12 04:55:00,2520.21,2523.8,2518.0,2518.0,2226.83
2025-05-12 05:00:00,2518.0,2520.85,2514.65,2516.1,1436.78
2025-05-12 05:05:00,2516.1,2516.33,2511.86,2512.25,2225.0
2025-05-12 05:10:00,2512.25,2514.0,2507.0,2509.05,3467.06
2025-05-12 05:15:00,2509.05,2511.21,2506.2,2510.37,12126.8
2025-05-12 05:20:00,2510.37,2510.5,2498.33,2504.14,12788.35
2025-05-12 05:25:00,2504.14,2504.14,2496.79,2499.12,4930.1
2025-05-12 05:30:00,2499.12,2504.17,2491.54,2494.39,7800.94
2025-05-12 05:35:00,2494.39,2499.8,2493.37,2496.8,4112.83
2025-05-12 05:40:00,2496.8,2503.79,2496.8,2501.89,2473.41
2025-05-12 05:45:00,2501.89,2504.07,2499.6,2500.85,1724.5
2025-05-12 05:50:00,2500.85,2502.64,2494.04,2494.16,1855.3
2025-05-12 05:55:00,2494.16,2497.99,2492.59,2497.28,2959.76
2025-05-12 06:00:00,2497.28,2498.24,2485.53,2493.69,10858.89
2025-05-12 06:05:00,2493.69,2501.34,2492.51,2499.51,3168.2
2025-05-12 06:10:00,2499.51,2500.24,2495.85,2497.4,2057.15
2025-05-12 06:15:00,2497.4,2497.84,2488.62,2495.34,4860.25
2025-05-12 06:20:00,2495.34,2504.59,2493.5,2503.77,3620.72
2025-05-12 06:25:00,2503.77,2508.74,2503.6,2507.45,5389.41
2025-05-12 06:30:00,2507.45,2509.94,2504.21,2506.49,5295.17
2025-05-12 06:35:00,2506.49,2511.9,2506.49,2508.87,2827.47
2025-05-12 06:40:00,2508.87,2509.69,2506.48,2508.17,2180.25
2025-05-12 06:45:00,2508.17,2521.4,2507.77,2516.58,12071.55
2025-05-12 06:50:00,2516.58,2519.45,2514.3,2515.49,6423.68
2025-05-12 06:55:00,2515.49,2520.2,2515.34,2516.99,2289.04
2025-05-12 07:00:00,2516.99,2563.73,2516.99,2560.33,88393.76
2025-05-12 07:05:00,2560.33,2573.15,2543.61,2555.99,62080.95
2025-05-12 07:10:00,2555.99,2575.99,2551.81,2572.84,24936.93
2025-05-12 07:15:00,2572.84,2576.21,2555.67,2561.32,30003.98
2025-05-12 07:20:00,2561.32,2583.0,2559.6,2582.7,25014.65
2025-05-12 07:25:00,2582.7,2603.91,2577.36,2598.31,57096.18
2025-05-12 07:30:00,2598.31,2624.59,2590.23,2609.32,67141.13
2025-05-12 07:35:00,2609.32,2610.61,2586.31,2586.39,49783.4
2025-05-12 07:40:00,2586.39,2589.73,2555.15,2571.76,65585.11
2025-05-12 07:45:00,2571.76,2573.1,2526.31,2548.96,75460.76
2025-05-12 07:50:00,2548.96,2564.98,2546.32,2555.26,28881.61
2025-05-12 07:55:00,2555.26,2555.36,2537.47,2553.5,22858.37
2025-05-12 08:00:00,2553.5,2554.48,2537.96,2545.88,15338.31
2025-05-12 08:05:00,2545.88,2550.62,2535.04,2546.96,11298.83
2025-05-12 08:10:00,2546.96,2547.82,2530.31,2543.75,15228.18
2025-05-12 08:15:00,2543.75,2554.91,2540.04,2554.4,13338.92
2025-05-12 08:20:00,2554.4,2554.55,2533.96,2538.5,14926.39
2025-05-12 08:25:00,2538.5,2546.57,2536.0,2545.46,9063.11
2025-05-12 08:30:00,2545.46,2553.32,2540.74,2552.16,8419.62
2025-05-12 08:35:00,2552.16,2560.5,2549.64,2559.0,8770.68
2025-05-12 08:40:00,2559.0,2576.0,2555.4,2572.61,26751.97
2025-05-12 08:45:00,2572.61,2574.4,2565.46,2568.57,11961.46
2025-05-12 08:50:00,2568.57,2585.27,2568.29,2579.39,18034.98
2025-05-12 08:55:00,2579.39,2580.53,2572.63,2576.59,7232.32
2025-05-12 09:00:00,2576.59,2581.49,2564.37,2568.72,13798.01
2025-05-12 09:05:00,2568.72,2578.0,2566.79,2572.01,5193.68
2025-05-12 09:10:00,2572.01,2574.3,2566.28,2566.81,4147.92
2025-05-12 09:15:00,2566.81,2576.79,2566.7,2569.9,4571.98
2025-05-12 09:20:00,2569.9,2574.05,2563.2,2568.3,5209.02
2025-05-12 09:25:00,2568.3,2571.23,2558.86,2568.7,35071.55
2025-05-12 09:30:00,2568.7,2568.96,2560.0,2561.97,5812.39
2025-05-12 09:35:00,2561.97,2563.17,2553.21,2557.81,16784.42
2025-05-12 09:40:00,2557.81,2559.55,2550.63,2558.41,6951.79
2025-05-12 09:45:00,2558.41,2560.08,2546.79,2549.48,7582.21
2025-05-12 09:50:00,2549.48,2552.92,2547.04,2547.8,4207.42
2025-05-12 09:55:00,2547.8,2552.56,2546.27,2549.4,5310.7
2025-05-12 10:00:00,2549.4,2554.71,2538.6,2546.98,21119.71
2025-05-12 10:05:00,2546.98,2557.58,2541.16,2543.27,11277.6
2025-05-12 10:10:00,2543.27,2549.94,2540.92,2546.91,3737.16
2025-05-12 10:15:00,2546.91,2552.74,2545.4,2547.45,4688.22
2025-05-12 10:20:00,2547.45,2551.58,2541.18,2542.16,4558.45
2025-05-12 10:25:00,2542.16,2549.11,2541.69,2548.45,2837.04
2025-05-12 10:30:00,2548.45,2555.49,2546.15,2554.65,3980.16
2025-05-12 10:35:00,2554.65,2562.42,2552.45,2561.81,7619.49
2025-05-12 10:40:00,2561.81,2562.45,2553.51,2554.65,6096.57
2025-05-12 10:45:00,2554.65,2558.2,2550.12,2556.71,3699.72
2025-05-12 10:50:00,2556.71,2557.3,2552.13,2554.71,1645.8
2025-05-12 10:55:00,2554.71,2560.6,2554.7,2559.12,2460.77
2025-05-12 11:00:00,2559.12,2564.63,2555.35,2558.92,6270.79
2025-05-12 11:05:00,2558.92,2565.16,2557.6,2564.68,3348.64
2025-05-12 11:10:00,2564.68,2566.1,2558.39,2563.01,6890.92
2025-05-12 11:15:00,2563.01,2563.3,2552.68,2554.89,5452.25
2025-05-12 11:20:00,2554.89,2554.9,2547.26,2553.23,8578.37
2025-05-12 11:25:00,2553.23,2559.38,2551.77,2553.0,3115.6
2025-05-12 11:30:00,2553.0,2553.28,2544.07,2551.71,6034.58
2025-05-12 11:35:00,2551.71,2555.0,2550.0,2554.41,2730.99
2025-05-12 11:40:00,2554.41,2555.0,2539.29,2540.0,7261.95
2025-05-12 11:45:00,2540.0,2548.05,2531.72,2536.79,18181.16
2025-05-12 11:50:00,2536.79,2539.44,2520.01,2532.04,32370.21
2025-05-12 11:55:00,2532.04,2532.95,2522.5,2528.9,8257.1
2025-05-12 12:00:00,2528.9,2538.39,2527.5,2537.33,8138.32
2025-05-12 12:05:00,2537.33,2540.99,2531.3,2538.99,5703.69
2025-05-12 12:10:00,2538.99,2544.07,2537.17,2542.78,5073.77
2025-05-12 12:15:00,2542.78,2544.73,2537.41,2541.97,7654.33
2025-05-12 12:20:00,2541.97,2550.62,2538.86,2548.19,18999.19
2025-05-12 12:25:00,2548.19,2555.12,2543.15,2545.8,25158.84
2025-05-12 12:30:00,2545.8,2548.96,2538.0,2546.73,8251.75
2025-05-12 12:35:00,2546.73,2553.58,2545.14,2551.42,17512.71
2025-05-12 12:40:00,2551.42,2555.55,2547.36,2554.78,10649.89
2025-05-12 12:45:00,2554.78,2554.78,2548.43,2553.89,4103.24
2025-05-12 12:50:00,2553.89,2559.84,2550.63,2558.97,8335.39
2025-05-12 12:55:00,2558.97,2560.8,2548.82,2548.89,8658.27
2025-05-12 13:00:00,2548.89,2554.42,2548.89,2550.14,3692.89
2025-05-12 13:05:00,2550.14,2551.0,2542.59,2545.76,12201.15
2025-05-12 13:10:00,2545.76,2564.4,2545.28,2561.81,11546.82
2025-05-12 13:15:00,2561.81,2576.5,2551.07,2555.25,59250.08
2025-05-12 13:20:00,2555.25,2559.28,2552.23,2556.41,7312.66
2025-05-12 13:25:00,2556.41,2566.34,2555.2,2556.79,6142.73
2025-05-12 13:30:00,2556.79,2573.19,2546.82,2557.32,48944.1
2025-05-12 13:35:00,2557.32,2565.55,2547.02,2553.85,15423.32
2025-05-12 13:40:00,2553.85,2561.38,2544.53,2557.34,27373.47
2025-05-12 13:45:00,2557.34,2563.72,2550.6,2561.11,21924.89
2025-05-12 13:50:00,2561.11,2576.5,2560.97,2563.19,21361.62
2025-05-12 13:55:00,2563.19,2563.73,2556.51,2557.55,7759.97
2025-05-12 14:00:00,2557.55,2567.8,2551.8,2566.88,8105.88
2025-05-12 14:05:00,2566.88,2569.68,2559.75,2559.75,19431.83
2025-05-12 14:10:00,2559.75,2561.95,2553.11,2556.18,16540.71
2025-05-12 14:15:00,2556.18,2563.8,2551.41,2555.63,9934.95
2025-05-12 14:20:00,2555.63,2557.17,2535.33,2535.95,27628.34
2025-05-12 14:25:00,2535.95,2538.0,2498.87,2509.79,88759.88
2025-05-12 14:30:00,2509.79,2523.72,2488.0,2515.79,66463.84
2025-05-12 14:35:00,2515.79,2526.5,2512.25,2525.07,11716.97
2025-05-12 14:40:00,2525.07,2535.53,2525.0,2530.0,17542.48
2025-05-12 14:45:00,2530.0,2530.09,2515.3,2518.43,17387.93
2025-05-12 14:50:00,2518.43,2519.86,2502.03,2503.3,18335.76
2025-05-12 14:55:00,2503.3,2511.87,2502.61,2505.17,11574.95
2025-05-12 15:00:00,2505.17,2513.45,2472.02,2488.8,43671.66
2025-05-12 15:05:00,2488.8,2503.06,2486.8,2495.84,29663.46
2025-05-12 15:10:00,2495.84,2509.5,2493.51,2506.4,9398.47
2025-05-12 15:15:00,2506.4,2514.82,2502.21,2510.0,11666.2
2025-05-12 15:20:00,2510.0,2513.81,2498.76,2501.1,9797.47
2025-05-12 15:25:00,2501.1,2511.27,2499.32,2501.72,7615.3
2025-05-12 15:30:00,2501.72,2509.78,2496.83,2505.16,5629.92
2025-05-12 15:35:00,2505.16,2507.6,2494.19,2494.81,6543.05
2025-05-12 15:40:00,2494.81,2495.24,2487.24,2492.58,13304.21
2025-05-12 15:45:00,2492.58,2497.74,2482.22,2484.7,14979.06
2025-05-12 15:50:00,2484.7,2494.64,2481.16,2494.03,10325.92
2025-05-12 15:55:00,2494.03,2496.18,2480.72,2486.46,6631.72
2025-05-12 16:00:00,2486.46,2494.45,2476.73,2478.0,16010.47
2025-05-12 16:05:00,2478.0,2485.0,2468.47,2478.87,20145.21
2025-05-12 16:10:00,2478.87,2489.81,2475.7,2489.8,11435.42
2025-05-12 16:15:00,2489.8,2498.42,2489.16,2495.86,9791.46
2025-05-12 16:20:00,2495.86,2502.4,2493.13,2498.7,7719.34
2025-05-12 16:25:00,2498.7,2501.67,2495.1,2497.51,4202.32
2025-05-12 16:30:00,2497.51,2504.6,2496.43,2498.63,4726.72
2025-05-12 16:35:00,2498.63,2498.93,2492.8,2492.8,3053.88
2025-05-12 16:40:00,2492.8,2501.74,2491.2,2501.01,4618.8
2025-05-12 16:45:00,2501.01,2508.7,2501.01,2506.07,4743.85
2025-05-12 16:50:00,2506.07,2508.0,2500.77,2503.64,4244.73
2025-05-12 16:55:00,2503.64,2505.39,2498.22,2500.2,2824.67
2025-05-12 17:00:00,2500.2,2503.13,2496.5,2503.03,4802.36
2025-05-12 17:05:00,2503.03,2512.0,2502.93,2507.0,5157.54
2025-05-12 17:10:00,2507.0,2507.87,2503.48,2503.82,2131.47
2025-05-12 17:15:00,2503.82,2507.0,2500.28,2501.47,3429.3
2025-05-12 17:20:00,2501.47,2501.47,2484.42,2491.03,11788.05
2025-05-12 17:25:00,2491.03,2495.0,2487.69,2492.67,3919.93
2025-05-12 17:30:00,2492.67,2494.87,2488.77,2491.02,3389.18
2025-05-12 17:35:00,2491.02,2492.79,2485.75,2485.88,3787.51
2025-05-12 17:40:00,2485.88,2486.7,2479.16,2480.41,6454.25
2025-05-12 17:45:00,2480.41,2485.99,2464.6,2467.91,17904.94
2025-05-12 17:50:00,2467.91,2478.67,2466.6,2477.58,6504.79
