sl_multiplier,tp_multiplier,min_adx,rsi_min,rsi_max,volume_mult,disabled_scenarios,profit_factor,win_rate,total_trades,roi,sharpe,avg_win,avg_loss,total_pnl,score
1.0,3.0,25,40,65,0.8,"SCN_024,SCN_023",2.025759351669042,40.32258064516129,62,0.06851665983933344,0.3095100066586591,0.5412507882632116,0.18052983034160777,6.851665983940803,0.8468428283271766
1.2,3.5,28,35,70,0.8,"SCN_024,SCN_023",2.007192097508286,40.74074074074074,81,0.10484283686175332,0.30792342631184827,0.6331424794580655,0.21686287783206215,10.484283686177179,0.845591319729834
1.0,3.0,25,35,70,1.0,"SCN_024,SCN_023",2.019709834588085,40.27777777777778,72,0.07937562061495555,0.30858314990447455,0.5421275879589074,0.18102646486776866,7.93756206149426,0.8449183752768544
1.0,2.0,25,35,70,0.8,"SCN_024,SCN_023",1.7920960481949257,47.368421052631575,95,0.07171074976138697,0.27759640212703524,0.360541436731382,0.18106579353549773,7.171074976137303,0.8433691800210411
1.0,2.5,20,35,70,1.0,"SCN_024,SCN_023",1.914584018433202,43.373493975903614,83,0.0777557744326623,0.2967471784170986,0.45214837222055654,0.1808885948228574,7.775577443265735,0.8431820858444925
1.2,3.5,25,40,65,0.8,"SCN_024,SCN_023",1.9994316007088238,40.67796610169492,59,0.07571082879754612,0.3055221776657012,0.6311029835454247,0.2164396778667437,7.571082879754163,0.842878131923235
1.0,3.5,28,40,70,0.8,"SCN_024,SCN_023",2.099160277171974,37.5,64,0.07921054891632594,0.312871487583391,0.6303131326382009,0.1801615072920596,7.921054891634438,0.8419493126040258
1.0,2.5,28,40,65,0.8,"SCN_024,SCN_023",1.9089163262048845,43.333333333333336,60,0.05580611314337147,0.2947248211371775,0.45078703324653896,0.18058386911981408,5.580611314336333,0.841201279637336
1.0,3.0,25,40,70,0.8,"SCN_024,SCN_023",2.0035160959180778,40.0,70,0.0758773045014459,0.30458208895187383,0.5410312567905228,0.1800272557140282,7.587730450145457,0.8382507705395306
1.2,3.5,20,35,70,1.0,"SCN_024,SCN_023",1.986298446450524,40.50632911392405,79,0.10055959614139283,0.3031407421158805,0.6328629860662655,0.216928849786746,10.055959614143434,0.8380437274358281
1.0,2.5,20,35,65,1.0,"SCN_024,SCN_023",1.899590353918803,43.24324324324324,74,0.06854796475845433,0.29297216580385954,0.4523345406216216,0.18142640057244033,6.8547964758493976,0.8380123894943099
1.2,3.0,25,35,65,0.8,"SCN_024,SCN_023",1.8994430348007227,43.20987654320987,81,0.09000427512155511,0.2930276506443384,0.5430598615469315,0.21753625308672683,9.000427512153166,0.8377203289065707
1.0,3.0,28,40,65,0.8,"SCN_024,SCN_023",1.9974288204045723,40.0,60,0.06483835603468834,0.30305655768621115,0.541016053652179,0.18057082456054613,6.4838356034726345,0.836576151042102
1.0,3.0,20,35,70,1.2,"SCN_024,SCN_023",1.9949431883958804,40.0,60,0.06481321973536978,0.3026130755935575,0.5414827229043633,0.18095176044913364,6.481321973535908,0.8359222565579649
1.2,2.5,20,35,65,0.8,"SCN_024,SCN_023",1.795473608678137,46.31578947368421,95,0.08816469927192884,0.2764495089495164,0.4522674206363746,0.21731954080023422,8.816469927188539,0.8355450759726251
1.0,2.0,28,40,70,0.8,"SCN_024,SCN_023",1.7690639452107357,47.05882352941176,68,0.049940869268466484,0.2707140851644898,0.35899400728239605,0.1803811473943108,4.994086926841485,0.8343711896452141
1.0,3.5,28,35,65,1.0,"SCN_024,SCN_023",2.0741675355010423,37.28813559322034,59,0.07209298528268845,0.3076245987485481,0.6327645475496048,0.18139247345475593,7.209298528265335,0.8335482761540973
1.0,2.5,25,35,70,1.0,"SCN_024,SCN_023",1.886165125787632,43.05555555555556,72,0.06578094453408995,0.2895232894021969,0.4516515107225269,0.1810512775362922,6.5780944534103565,0.8328035220285914
1.2,2.5,20,35,70,0.8,"SCN_024,SCN_023",1.7874868602510654,46.15384615384615,104,0.09561241759400219,0.2743137476750448,0.45213966086484464,0.21681182075199223,9.561241759400977,0.8320299945685252
1.0,3.0,25,35,65,1.2,"SCN_024,SCN_023",1.9773569892013059,40.0,45,0.0480245384573027,0.2983632308905674,0.5397871664828556,0.18198945003548617,4.8024538457332735,0.8311105026287327
1.0,2.0,28,35,65,0.8,"SCN_024,SCN_023",1.7583145459609288,46.913580246913575,81,0.059154907411430036,0.2680844481709061,0.3609560824920623,0.1814148928732535,5.915490741148465,0.8302627773946764
1.0,2.5,25,40,70,0.8,"SCN_024,SCN_023",1.8782608808494932,42.857142857142854,70,0.06323684924418557,0.2872496851380113,0.4507973380625639,0.18000588043659255,6.323684924413215,0.8289929625783597
1.2,3.0,28,35,65,0.8,"SCN_024,SCN_023",1.874770819247625,42.857142857142854,77,0.08364223338836381,0.2866846998008374,0.5432072761502885,0.21730947213922105,8.364223338833794,0.8280844506483949
1.2,3.0,25,35,70,0.8,"SCN_024,SCN_023",1.8640423990005797,42.69662921348314,89,0.09560306592826237,0.2841864600564038,0.5427614022875954,0.21695346459032874,9.56030659282186,0.8238806701507343
1.0,3.5,25,40,65,1.0,"SCN_024,SCN_023",2.0483011606091064,36.95652173913043,46,0.05479882688772705,0.30123716375349413,0.6298397766944804,0.18025494879430126,5.479882688771429,0.8237953053474173
1.0,3.5,28,35,70,1.0,"SCN_024,SCN_023",2.0454401086493457,36.92307692307693,65,0.07753695392941154,0.301593215218581,0.6320990005288097,0.18089464926234414,7.753695392935326,0.8229195099392261
1.0,3.5,28,35,70,1.2,"SCN_024,SCN_023",2.0427599306918736,36.95652173913043,46,0.05471502550135483,0.3002760527499632,0.6305081149451287,0.1809357035838651,5.471502550135101,0.8223421665328079
1.0,2.0,28,35,70,0.8,"SCN_024,SCN_023",1.7373809386805092,46.590909090909086,88,0.06271964347899484,0.2623354246466499,0.36043160837032623,0.1809730126656708,6.2719643478968425,0.8218387291938333
1.0,3.0,20,35,65,1.2,"SCN_024,SCN_023",1.9535812201620026,39.62264150943396,53,0.055427980380354715,0.2931274234607261,0.5407338310475678,0.18164413793634826,5.54279803803578,0.82167132069006
1.2,2.5,25,35,65,0.8,"SCN_024,SCN_023",1.7545612579991068,45.78313253012048,83,0.0738694621815921,0.26513122891401436,0.45201762899376574,0.21754941519113938,7.386946218161823,0.8198512252597578
1.0,3.0,28,40,70,0.8,"SCN_024,SCN_023",1.9506503182037087,39.39393939393939,66,0.06849861582672019,0.292395488192794,0.5405888361177171,0.1801362039097265,6.849861582671587,0.8190358374311796
1.0,2.5,25,40,65,1.0,"SCN_024,SCN_023",1.850705589371057,42.5531914893617,47,0.04139620867825215,0.27943926617533543,0.45028618441470236,0.1802260303876968,4.139620867826236,0.8188300471306962
1.2,3.5,25,35,65,1.2,"SCN_024,SCN_023",1.9223954775950642,40.0,45,0.05439213291347186,0.2875727203747631,0.6297804217955405,0.21840127040644178,5.439213291345801,0.8164877315013088
1.0,2.5,28,40,70,0.8,"SCN_024,SCN_023",1.8427244134327303,42.42424242424242,66,0.057681367599852824,0.278233441031771,0.4504559539367535,0.18012184079591792,5.768136759984215,0.8157352093668716
1.2,3.0,20,40,70,0.8,"SCN_024,SCN_023",1.8418863547117656,42.30769230769231,78,0.08175695430598352,0.2781082490094424,0.5420260063003086,0.21580361727353242,8.175695430601227,0.8145863960625241
1.2,2.5,28,35,65,0.8,"SCN_024,SCN_023",1.7416966589408607,45.56962025316456,79,0.06930997983268752,0.26143390171386066,0.4521051641480076,0.21732064944323815,6.930997983269032,0.8145251660638273
1.2,3.5,25,35,70,1.0,"SCN_024,SCN_023",1.9171697996301604,39.705882352941174,68,0.08163485714670969,0.2867649810616209,0.6320081898881242,0.21709110761731604,8.163485714669395,0.8127808422475036
1.0,3.5,20,40,70,1.0,"SCN_024,SCN_023",2.018788259146167,36.507936507936506,63,0.07322232013853863,0.29539324929277755,0.6308447437479137,0.17967992730870497,7.322232013853816,0.8123462940797272
1.5,3.5,20,35,65,0.8,"SCN_024,SCN_023",1.7942634544729161,43.47826086956522,92,0.11220804706723357,0.2702344653777084,0.6337028256077483,0.27167900610736,11.220804706727213,0.8115266372298202
1.0,3.0,25,35,70,1.2,"SCN_024,SCN_023",1.9253181331981812,39.21568627450981,51,0.0519566804679198,0.28622490265419437,0.5405337659392198,0.18112926683809213,5.195668046803539,0.8106705383846865
1.2,3.0,28,35,70,0.8,"SCN_024,SCN_023",1.8252946543137223,42.168674698795186,83,0.08589310631086845,0.27415917565327513,0.542767974607556,0.21682434333694536,8.589310631091076,0.8089446795391092
1.2,3.5,20,35,65,1.2,"SCN_024,SCN_023",1.8992777113323682,39.62264150943396,53,0.0627304073994128,0.28231983925334647,0.6308897266746774,0.2179888600071106,6.273040739940691,0.807199237928582
1.2,2.0,25,40,65,0.8,"SCN_024,SCN_023",1.6077440953055662,49.2063492063492,63,0.04215637759738456,0.23027048907759004,0.3597474856403806,0.21676669672226798,4.215637759739226,0.8071694974016907
1.0,3.5,20,40,65,1.0,"SCN_024,SCN_023",2.0020415541014294,36.36363636363637,55,0.06318232825138693,0.2915715550775254,0.6311796458259666,0.18015314546805403,6.318232825137443,0.8066473793790121
1.2,3.0,20,40,65,0.8,"SCN_024,SCN_023",1.8171232955477203,42.028985507246375,69,0.07070551334418268,0.2716493387699196,0.5421907272512637,0.21632449389664607,7.070551334420808,0.8055022094807589
1.2,3.5,25,40,70,0.8,"SCN_024,SCN_023",1.8991877090997302,39.39393939393939,66,0.07762761710693666,0.2821595007148751,0.6306093942178177,0.21582706347435457,7.762761710689076,0.8053218973939313
1.0,2.5,25,35,65,1.2,"SCN_024,SCN_023",1.8056073895496405,42.22222222222222,45,0.03813193722569849,0.2684191146801619,0.4498162604144294,0.18205058558856074,3.8131937225715813,0.8038226877860543
1.2,3.0,20,35,70,1.0,"SCN_024,SCN_023",1.8101825713108584,41.9753086419753,81,0.08258842860685035,0.2702517694920921,0.5427249267089844,0.2168894605833826,8.25884286068649,0.8032203640236847
1.0,3.5,25,40,65,1.2,"SCN_024,SCN_023",1.9871583709511207,36.36363636363637,33,0.03744102863747684,0.28710340088789227,0.628075964162879,0.180609938390786,3.744102863748042,0.802429944279001
1.2,2.5,25,35,70,0.8,"SCN_024,SCN_023",1.7077374567777062,45.05494505494506,91,0.07677132078095383,0.2520985490356249,0.45181857201453607,0.21694858749013546,7.677132078089207,0.8009280585269628
1.2,3.5,28,40,65,0.8,"SCN_024,SCN_023",1.8854814236431723,39.285714285714285,56,0.0651732376201653,0.2786599422382705,0.6307967085397533,0.21647658311334436,6.517323762020865,0.8006747035088329
1.2,3.0,25,35,65,1.0,"SCN_024,SCN_023",1.798627535717946,41.935483870967744,62,0.06262284435786569,0.2669950623424741,0.5424458605516939,0.21781410940454174,6.26228443578054,0.7996628063590083
1.0,2.5,25,40,70,1.0,"SCN_024,SCN_023",1.8013595341620214,41.81818181818181,55,0.04605811877288943,0.267058825177425,0.45014388369514174,0.17960929524065936,4.605811877287161,0.7993724833794971
1.5,3.5,20,35,70,0.8,"SCN_024,SCN_023",1.7626293751593234,43.0,100,0.11782711052719605,0.2618178184146724,0.6333215209888913,0.2710546377157323,11.782711052725586,0.7989164906062876
1.2,2.0,20,40,70,0.8,"SCN_024,SCN_023",1.5874519265694564,48.78048780487805,82,0.05329902582012437,0.2243055982994529,0.3600704900085285,0.2160218337695875,5.329902582018466,0.7980336183551396
1.2,3.0,25,40,65,0.8,"SCN_024,SCN_023",1.7864835685856308,41.66666666666667,60,0.05956822201012983,0.2635155568480758,0.5412326669317106,0.21639984206524118,5.9568222010093255,0.7940987588113266
1.2,3.0,20,35,65,1.0,"SCN_024,SCN_023",1.7830951691783323,41.66666666666667,72,0.07153874117389933,0.2631184544958835,0.5429752296480597,0.21750911362029784,7.153874117389278,0.7932419485575916
1.0,3.0,20,40,70,1.0,"SCN_024,SCN_023",1.8829946760755365,38.46153846153847,65,0.06345397963386858,0.2761239180172366,0.5412648980276711,0.17965561218279508,6.345397963379972,0.7930783851128057
1.2,2.0,20,40,65,0.8,"SCN_024,SCN_023",1.5737196166089136,48.61111111111111,72,0.045984669529316305,0.21988028211823296,0.36038996056423883,0.216626531535497,4.59846695293497,0.7927368464506741
1.2,2.0,25,40,70,0.8,"SCN_024,SCN_023",1.5733771819489224,48.61111111111111,72,0.04583574111302369,0.21976913215931523,0.35935910678657257,0.2160539088169833,4.583574111301659,0.7926384200368566
1.0,2.5,20,35,70,1.2,"SCN_024,SCN_023",1.7808410839078075,41.66666666666667,60,0.04945464828506374,0.2622358197919725,0.45115899391716274,0.18095742912635304,4.9454648285067115,0.7925688895438172
1.2,2.0,20,35,70,0.8,"SCN_024,SCN_023",1.5727228329953662,48.598130841121495,107,0.06833549416662209,0.22008179866157238,0.36086992556946834,0.21693975841737057,6.833549416656972,0.7924340075381527
1.0,2.5,20,40,70,1.0,"SCN_024,SCN_023",1.7839547086182141,41.53846153846154,65,0.05350914389968238,0.2628110021588438,0.4509798001632127,0.17961947932727296,5.35091438997037,0.7923656246784162
1.0,2.5,28,35,65,1.0,"SCN_024,SCN_023",1.7797105222674532,41.66666666666667,60,0.04950884508427407,0.2619407102767156,0.45202115413563226,0.18141840985615196,4.950884508425491,0.792255906908525
1.2,2.5,28,35,70,0.8,"SCN_024,SCN_023",1.6847076432184596,44.70588235294118,85,0.06977563975893646,0.24543749578860227,0.451793107292154,0.2168207255577768,6.977563975886339,0.7916517582059369
1.2,3.5,20,35,70,1.2,"SCN_024,SCN_023",1.857956761451322,38.983050847457626,59,0.0670701795086461,0.2722815606426699,0.631497788947411,0.21715086652568044,6.707017950865956,0.7907679112254145
1.0,3.5,25,40,70,1.0,"SCN_024,SCN_023",1.9572343330474642,35.84905660377358,53,0.05847642637398166,0.28162897504659,0.6292913779770317,0.17967333953414238,5.847642637402763,0.790418626382362
1.2,2.0,20,35,65,0.8,"SCN_024,SCN_023",1.5611712100252435,48.45360824742268,97,0.0610200386408178,0.2163774869361344,0.361185055047746,0.2174738744633854,6.10200386407479,0.7879650628079606
1.2,3.0,25,35,70,1.0,"SCN_024,SCN_023",1.7665623694496377,41.42857142857143,70,0.06821825823151813,0.2586767682854736,0.5421058674958945,0.21705473985916235,6.821825823155283,0.7867392523477326
1.0,3.0,28,35,65,1.0,"SCN_024,SCN_023",1.8598820577800106,38.333333333333336,60,0.05770102152820982,0.27083595794323084,0.5426279796161186,0.18136057779322548,5.770102152821386,0.7857784731392077
1.0,3.0,25,40,65,1.0,"SCN_024,SCN_023",1.860961814740954,38.297872340425535,47,0.044998409255495066,0.27032560015044926,0.5403538223494594,0.18022509919789423,4.499840925551339,0.7856616688547017
1.2,3.0,28,40,65,0.8,"SCN_024,SCN_023",1.7643335937272862,41.37931034482759,58,0.056248441387779166,0.2576580025920396,0.5409996779643639,0.21644553330481536,5.624844138781009,0.785655321726994
1.0,2.5,20,35,65,1.2,"SCN_024,SCN_023",1.75999460638462,41.509433962264154,53,0.04280332044134411,0.2567368855377032,0.45056308461893285,0.18167921991861072,4.280332044139593,0.7855303607774751
1.2,3.5,28,40,70,0.8,"SCN_024,SCN_023",1.8433759500563873,38.70967741935484,62,0.06920852796502004,0.2685560631789747,0.6302909553611148,0.21595079295172126,6.92085279650135,0.7845578182311582
